Sex,Length,Diameter,Height,Shucked_weight,Viscera_weight,Rings
M,0.67722595,0.5258196,0.185,0.7132299,0.3527893,11.0
I,0.14751698,0.10944049,0.02257324,0.0065602465,0.002968864,3.6480021
F,0.42711842,0.32627186,0.11,0.1532005,0.0845671,9.0
M,0.6745421,0.09118172,0.12,0.117220886,0.24576157,13.0
I,0.40710133,0.30778578,0.1,0.1341569,0.06269045,8.0
I,0.4203898,0.355,0.13,0.20091848,0.1054476,10.932454
I,0.7958371,0.495,0.17413376,0.100753404,0.14671637,23.563797
M,0.29100534,0.21608685,0.07662527,0.05948707,0.027790084,5.0
I,0.8109977,0.44265437,0.16224582,0.55437815,0.09429184,9.0
F,0.4578204,0.35425073,0.12,0.19358346,0.10427653,10.0
M,0.37326977,0.28,0.09400798,0.12077288,0.05417339,6.0
I,0.64561737,0.51703435,0.19278714,0.5529308,0.304242,19.852299
M,0.80836296,0.6363666,0.7880871,1.4659005,0.7204378,13.0
M,0.3460241,0.26013196,0.08552258,0.09453721,0.04071942,6.0
I,0.34090987,0.25815865,0.08,0.07811682,0.038436055,7.0
F,0.555,0.4345456,0.15,0.34690583,0.18585673,11.0
F,0.58256215,0.5678532,0.15171406,0.5374031,0.27635008,10.0
I,0.110447474,0.0900802,0.00024985714,0.0025209698,0.00050125277,2.0583835
F,0.585,0.46,0.16,0.41525602,0.22504933,11.0
I,0.11400803,0.09201933,0.002709432,0.0027541583,0.0005838062,2.2453988
F,0.62306345,0.48875496,0.17,0.49787292,0.26304853,11.0
I,0.45364454,0.37,0.12,0.24515368,0.119218856,9.0
F,0.11012976,0.09000633,0.00013764424,0.0025085998,0.00050011365,2.0097032
M,0.8099289,0.638959,0.8776759,1.4751302,0.7297797,13.0
I,0.40575892,0.3061898,0.09872247,0.15338343,0.06530069,6.0
F,0.7105467,0.5500726,0.1907059,0.79904413,0.4048722,11.0
I,0.35016418,0.26592693,0.08486965,0.085231096,0.040931214,7.0
F,0.67094266,0.54545,0.18677393,0.5934669,0.37780398,14.0
F,0.813952,0.646322,1.0271964,1.4853481,0.7535382,13.0
M,0.25927067,0.19111238,0.06923845,0.024642108,0.019624488,8.0
F,0.4324245,0.2166596,0.115,0.08145221,0.08988401,9.0
M,0.7226923,0.5628722,0.20007674,0.8420009,0.41522938,10.0
I,0.11000783,0.09,2.1070523e-06,0.0025008298,0.0005,2.0027637
F,0.7806946,0.59598184,0.21122736,1.2308763,0.5885343,12.0
I,0.11002191,0.090001,9.449882e-06,0.0025011755,0.0005,2.0073135
F,0.625,0.4952774,0.175,0.49559727,0.26954994,13.473985
F,0.34193078,0.25887856,0.085,0.08674281,0.040752687,6.0
F,0.81375694,0.64620245,1.0240241,1.4820026,0.75350463,14.0
F,0.6701724,0.525,0.19,0.6426197,0.3372358,14.0
F,0.5077699,0.31440097,0.13,0.3169307,0.16397707,15.0
M,0.30032444,0.35,0.115,1.4764866,0.309353,11.0
I,0.1173142,0.093843475,0.004947304,0.003052096,0.00075197394,2.6156626
M,0.58,0.405,0.17,0.275543,0.13100946,19.827702
I,0.38800174,0.29787174,0.09491097,0.11932124,0.05709324,8.0
I,0.11366781,0.091760516,0.0023577374,0.002691118,0.00056053314,2.5119843
M,0.465,0.50494814,0.19,0.62904745,0.2978961,17.0
M,0.63,0.49811533,0.175,0.53071433,0.27145365,12.0
I,0.11213669,0.09097879,0.0013966206,0.0026131428,0.0005244976,2.1240008
F,0.1687078,0.12205904,0.04193029,0.0055571534,0.0052697933,8.0
I,0.4798789,0.37,0.12,0.22664121,0.10589907,8.0
F,0.42974025,0.46563393,0.165,0.43718696,0.09826558,12.0
I,0.58,0.45215672,0.15,0.38765696,0.19425334,11.0
M,0.7248622,0.4313818,0.11654753,0.66401917,0.13085353,9.0
M,0.11059969,0.090039626,0.0008540713,0.0025191822,0.0005009681,2.295661
I,0.6,0.4741697,0.16,0.43216437,0.22002298,12.633861
I,0.20784143,0.15116894,0.047121476,0.01835904,0.009892618,4.0
M,0.81480557,0.6492308,1.1124309,1.4879558,0.7591891,14.0
I,0.11224488,0.09100073,0.0014325576,0.0026130986,0.00052493653,2.181303
M,0.8122256,0.64278185,0.9845786,1.4815869,0.7429178,13.0
M,0.61,0.48,0.165,0.48207986,0.24622892,11.0
I,0.50603366,0.3909231,0.125,0.26491645,0.12562463,9.0
F,0.25576046,0.19258364,0.067726105,0.021432815,0.020901712,9.0
I,0.58,0.455,0.15130197,0.3909654,0.19573359,11.0
M,0.62902117,0.49409088,0.16,0.5874719,0.26659492,7.0
I,0.21119095,0.15395527,0.047867283,0.01731847,0.01016139,5.0
F,0.6698142,0.525,0.18438107,0.65231997,0.33737105,11.0
F,0.54139185,0.42315495,0.145,0.3434886,0.17518204,10.0
I,0.28243336,0.20962965,0.06770336,0.025943272,0.057649806,8.0
M,0.81443065,0.6479361,1.1146711,1.4875253,0.7554112,13.0
M,0.5619409,0.42389062,0.15,0.2905265,0.15089259,10.0
M,0.3356103,0.3163125,0.115,0.27626154,0.35233855,10.0
M,0.79274607,0.6136844,0.22265595,1.3948872,0.65072113,12.0
M,0.595,0.46820527,0.15872058,0.44505522,0.22524478,11.0
I,0.60613877,0.475,0.165,0.44526818,0.22750446,12.217016
M,0.585,0.4704613,0.16990533,0.3956704,0.22607699,19.829685
F,0.32481858,0.24786514,0.08,0.065460816,0.038259175,7.0
F,0.38067868,0.29,0.09662388,0.108832076,0.05969831,8.0
M,0.615,0.485,0.17,0.4753096,0.2529749,15.0
M,0.64,0.505,0.175,0.57856476,0.28961247,11.0
F,0.26149097,0.19317496,0.067348525,0.026819065,0.020688482,7.0
M,0.6004989,0.47210202,0.155,0.48125848,0.23386805,9.0
M,0.6142883,0.485,0.17,0.47733182,0.25142685,14.0
M,0.7094088,0.53808606,0.175,0.7439052,0.34977454,17.0
F,0.12466586,0.096039705,0.0127115315,0.003324777,0.0010166108,4.0
F,0.4259799,0.4593867,0.11182952,0.09341656,0.4064188,17.347515
I,0.3813376,0.29,0.09218353,0.11681513,0.055159718,7.0
M,0.625,0.49245185,0.17,0.51110214,0.26340118,12.0
I,0.41055635,0.29998657,0.115,0.116663344,0.06530087,9.0
F,0.31187692,0.22395866,0.1004685,0.07772085,0.0063878717,19.547256
F,0.7181656,0.55852306,0.19352922,0.8710092,0.41970703,10.0
I,0.2811878,0.20288225,0.06771893,0.046054102,0.022501683,4.006889
I,0.1782629,0.12756687,0.03941481,0.010423399,0.005534952,4.0
I,0.525,0.44,0.125,0.2074885,0.1494424,10.0
M,0.7314421,0.57150143,0.20129928,1.026662,0.4593383,11.0
M,0.25960127,0.19572766,0.07,0.022150427,0.020808803,9.0
M,0.81290567,0.45,0.12009876,1.3113928,0.2078775,9.0
I,0.12192878,0.096185856,0.007708858,0.0033856556,0.0010300184,3.4471915
F,0.661654,0.52237815,0.18,0.64087564,0.32547435,11.0
F,0.7747845,0.5877385,0.2098839,1.1897632,0.5644841,12.0
F,0.3849986,0.3,0.1,0.103240885,0.06439233,10.0
I,0.23331268,0.17195678,0.055036582,0.028907752,0.014202256,4.0
I,0.110081926,0.09000469,5.2307365e-05,0.0025034554,0.0005,2.0199745
F,0.61424804,0.48,0.165,0.4831265,0.2529543,10.0
F,0.5812842,0.415,0.10256806,0.38736287,0.18445763,11.0
F,0.475,0.37,0.125,0.21827431,0.117602795,10.0
I,0.11044203,0.090080276,0.00024995557,0.0025209882,0.00050125725,2.0551634
M,0.635,0.45272142,0.135,0.39776817,0.12179617,7.0
I,0.117232546,0.0936274,0.0047296076,0.0029881748,0.0007230882,2.785391
F,0.5970761,0.47,0.16,0.43970183,0.23415928,11.0
F,0.6921937,0.53200406,0.18,0.8294552,0.37291044,9.0
F,0.2539281,0.6496477,0.0007051223,0.47538164,0.19817814,8.0
M,0.5684109,0.44487214,0.15,0.36829922,0.19458207,12.0
I,0.41888186,0.3181007,0.1,0.15356104,0.069966935,8.0
M,0.8136139,0.6455763,1.0508608,1.4861655,0.75105613,13.0
I,0.1100139,0.09000074,4.936545e-06,0.0025015287,0.0005,2.0039659
M,0.6373164,0.3,0.11,0.12690136,0.10304177,11.0
I,0.11533177,0.092647575,0.0035210769,0.0028399269,0.00063148205,2.4975328
M,0.58328956,0.455,0.15,0.42963383,0.21217132,10.0
I,0.11008588,0.09000494,5.5466768e-05,0.002503572,0.0005,2.0208304
M,0.5520886,0.42956302,0.14256851,0.35709733,0.1782202,10.0
M,0.13243449,0.10209286,0.02528315,0.0037193417,0.0016084402,5.0
F,0.535,0.41,0.15,0.28815487,0.1627624,15.0
M,0.505,0.0970446,0.13,0.60122997,0.19447851,13.0
M,0.11843727,0.09376263,0.011987497,0.003097471,0.0006902454,2.4340441
F,0.7201307,0.5604962,0.19311917,0.8512047,0.42341077,11.0
I,0.11002998,0.09000232,1.2861094e-05,0.0025032794,0.0005,2.0063765
I,0.52023655,0.51,0.165,0.6651414,0.17400396,11.876383
F,0.5960652,0.4759466,0.15,0.4973754,0.25622267,9.0
F,0.4974443,0.3462779,0.15,0.14384572,0.17222212,9.0
I,0.49421328,0.385,0.125,0.27394167,0.11500643,8.0
F,0.25506482,0.19041127,0.066877455,0.0219011,0.020407032,8.0
M,0.68366605,0.5352315,0.19115625,0.7064449,0.36393222,13.0
F,0.4899918,0.375,0.125,0.24299502,0.12842786,10.0
F,0.6348651,0.5,0.175,0.52764904,0.27592042,11.0
I,0.120786026,0.09554094,0.0069628074,0.003313211,0.0009553697,3.0308042
M,0.34080815,0.26048818,0.0852328,0.06543015,0.042119846,9.0
M,0.7774628,0.5947208,0.21689533,1.2956915,0.58730066,12.0
I,0.575,0.4173954,0.12911582,0.2493914,0.16152339,9.0
F,0.8135617,0.64571726,0.9986376,1.4817756,0.7504596,14.0
F,0.45482838,0.35298902,0.12,0.18476021,0.10346357,10.0
I,0.53883,0.41633672,0.135,0.3160987,0.15045132,9.0
F,0.8115326,0.64224607,0.84403676,1.4631859,0.737081,14.0
M,0.3344852,0.25210756,0.08389959,0.062695526,0.037362747,7.14211
F,0.465,0.3584725,0.12,0.19879824,0.10829513,10.0
I,0.40208992,0.30283406,0.095,0.12840672,0.060411215,8.0
I,0.48,0.37,0.12,0.2259749,0.106379166,9.0
M,0.7758959,0.60451883,0.22224031,1.1902468,0.5618275,15.190471
M,0.55,0.42,0.14541422,0.36257368,0.1987585,10.0
I,0.11149113,0.09057353,0.0009144918,0.0025700137,0.0005112065,2.135781
M,0.55570143,0.4326745,0.145,0.35303146,0.18027659,9.490664
I,0.24353765,0.17919399,0.05897042,0.035195835,0.015809033,3.5394406
M,0.45458975,0.24809949,0.135,0.08720739,0.47239497,14.882686
F,0.65,0.515,0.185,0.57067275,0.30476937,14.0
I,0.5058082,0.33214435,0.125,0.28067458,0.12555557,7.0
M,0.2279512,0.16914667,0.06269064,0.013748833,0.01403874,9.0
M,0.63,0.49838537,0.17336322,0.5348607,0.27206093,11.0
M,0.6128255,0.485,0.17274302,0.44997382,0.24626198,16.577192
I,0.110763304,0.09017523,0.0004323045,0.0025321261,0.00050294097,2.1008725
F,0.58622926,0.46,0.155,0.43158355,0.22168317,10.0
I,0.11002021,0.0900013,7.913377e-06,0.002502215,0.0005,2.0049992
I,0.11880391,0.31221536,0.18,0.042418577,0.40651214,12.349313
M,0.46025643,0.525,0.059515312,0.36965328,0.10776216,12.0
I,0.28238153,0.21075931,0.07,0.052994337,0.025175141,4.571764
F,0.5640754,0.43836498,0.15,0.37209237,0.19262317,10.0
I,0.41447037,0.26012623,0.09,0.1173809,0.039233588,8.0
F,0.6306626,0.49922276,0.17,0.5367109,0.27830613,10.0
F,0.5357962,0.4154396,0.14,0.3226669,0.1671184,10.0
F,0.79242134,0.6118144,0.21546464,1.3386371,0.6431186,11.715429
F,0.8052782,0.63182676,0.3244866,1.4120426,0.70014656,13.0
F,0.5322628,0.41126317,0.14,0.31255573,0.16261286,10.0
M,0.615,0.4841935,0.165,0.49180442,0.251671,11.0
M,0.11919566,0.094144836,0.0127389645,0.00313209,0.0007186961,2.565692
M,0.6058566,0.475,0.165,0.463171,0.23974407,12.0
F,0.81338876,0.64583033,1.0004385,1.4777827,0.7496419,14.795073
M,0.6208706,0.48777536,0.17,0.50346154,0.25953755,11.0
F,0.3745412,0.29,0.09583304,0.094803095,0.05949281,9.0
F,0.58,0.45,0.15024243,0.41445586,0.21215965,10.0
I,0.59,0.5093384,0.21309419,0.4498067,0.011862385,26.99144
M,0.59,0.465,0.16,0.4283815,0.22235972,12.0
M,0.39961255,0.30791536,0.029495297,0.20484456,0.16855493,11.0
I,0.44506332,0.35237795,0.115,0.21023408,0.08315223,7.0
M,0.23665296,0.17523077,0.064267516,0.016469598,0.015160886,8.0
I,0.37032068,0.28,0.09,0.09928629,0.0476702,7.0
F,0.8146417,0.6487041,1.0882113,1.4874655,0.75848407,14.709759
M,0.64,0.50836986,0.18,0.5617912,0.2909827,13.532097
F,0.61,0.47448367,0.155,0.46423796,0.23004463,10.0
F,0.8141307,0.6465728,1.0331142,1.4866139,0.7554478,13.0
F,0.34073967,0.260394,0.085,0.07738139,0.041176006,7.0
I,0.5423529,0.4221687,0.14,0.31951812,0.15516554,10.0
F,0.8131807,0.6422179,0.99114436,1.4805781,0.7536212,13.0
F,0.64179033,0.50653356,0.175,0.5642191,0.29485747,11.0
