Sex,Length,Diameter,Height,Shucked_weight,Viscera_weight,Rings
I,0.44038194,0.3390533,0.10690825,0.17148446,0.0826721,9.0
I,0.34206688,0.36190912,0.145,0.25809887,0.1371815,10.0
I,0.5894813,0.50751054,0.15199009,0.18383396,0.17269707,19.192312
I,0.17864542,0.12695952,0.039416585,0.011468416,0.0058147046,3.3505962
I,0.8108902,0.51,0.17,0.53271455,0.105276,9.0
F,0.505,0.40967742,0.117330834,0.3503894,0.2941571,10.0
M,0.63,0.4973479,0.17,0.5506048,0.27315295,10.0
M,0.7979727,0.6254169,0.46344927,1.3842477,0.66610193,14.0
M,0.8004479,0.6249373,0.40583226,1.427887,0.6826969,12.133388
M,0.40115252,0.3,0.1,0.15501647,0.06689708,6.0
F,0.53419304,0.4242032,0.155,0.28064677,0.16946921,13.0
F,0.508453,0.495,0.165,0.17690234,0.20685,14.0
F,0.34774378,0.64972657,0.096827,0.43800488,0.2802058,8.7169485
I,0.11017241,0.09002108,8.6617125e-05,0.0025107595,0.000500266,2.027967
M,0.5458587,0.455,0.14,0.2345824,0.19696581,10.0
I,0.4817468,0.40955326,0.071029924,0.11225354,0.037480216,6.0
F,0.6209525,0.4861568,0.17,0.49498627,0.26279926,11.0
I,0.3566818,0.3026641,0.1,0.15818809,0.08709652,8.0
F,0.35630837,0.09080722,0.012843189,0.0025006759,0.070089884,2.446118
F,0.59,0.5765989,0.175,0.5375311,0.39621803,11.0
I,0.45709714,0.35,0.11,0.19823591,0.09126778,6.0
F,0.6089235,0.46627268,0.16,0.50107473,0.2814112,10.0
I,0.42158675,0.3169158,0.099061556,0.15752296,0.07971619,9.0
F,0.32280105,0.62521845,0.07399373,0.38679692,0.7582101,9.0
F,0.80460906,0.6296492,0.22466165,1.4240571,0.6970855,12.0
M,0.565,0.4384359,0.145,0.3777723,0.18744472,10.0
F,0.48443657,0.22521588,0.15,0.10981721,0.12816927,9.0
M,0.7386389,0.5355775,0.7940677,0.61359984,0.34050447,9.0
I,0.11004718,0.09000159,1.5821037e-05,0.0025034877,0.0005,2.0119314
F,0.5525376,0.43,0.14,0.40032977,0.2065903,10.0
M,0.11020994,0.09001032,0.00020423342,0.0025078272,0.00050018146,2.0950325
F,0.58259887,0.45,0.155,0.41230473,0.2136458,13.0
F,0.48136407,0.38862562,0.12192371,0.20949608,0.1295865,8.0
F,0.7969477,0.6181728,0.22115634,1.294012,0.6866535,13.0
F,0.65913016,0.4,0.18590221,0.59326625,0.32522786,18.098337
F,0.465,0.09,0.08156934,0.4139082,0.1721082,16.195282
M,0.17532337,0.17803757,0.06602342,1.4866146,0.32109696,10.0
F,0.16163509,0.36275533,0.04000631,0.023971954,0.13792735,2.2743626
M,0.645,0.355,0.185,0.29161105,0.13974977,19.230728
M,0.625,0.5,0.18,0.48627976,0.26742536,18.88684
I,0.28034052,0.20664977,0.06895644,0.039712846,0.02258275,7.0
F,0.1367252,0.505,0.18660842,0.8048643,0.29498747,15.0
F,0.65,0.51319945,0.18,0.5885191,0.30567482,12.0
I,0.24110994,0.17746095,0.057817273,0.033330012,0.015487257,4.0
F,0.28112185,0.21694371,0.0738759,0.03313869,0.029011114,9.0
M,0.58010626,0.4781865,0.155,0.42852527,0.21262918,9.0
F,0.34990638,0.47,0.18,0.5349476,0.06036631,13.0
I,0.615,0.485,0.17,0.46293932,0.24306093,15.0
M,0.6695674,0.5102176,0.14856325,0.5706719,0.19170311,10.0
M,0.54,0.36878318,0.060352203,0.23501399,0.11498913,8.0
M,0.52359635,0.45,0.14,0.43250135,0.22701098,10.0
I,0.11893165,0.09452923,0.0059561697,0.0031957526,0.00084567134,2.5191324
M,0.6470128,0.49,0.22345,0.57289135,0.33605167,10.0
I,0.11031315,0.09005286,0.00018054116,0.002516828,0.0005007815,2.0363271
F,0.8133006,0.64539146,1.0130316,1.4797395,0.7503961,14.0
M,0.48301303,0.64959663,0.21855144,0.980386,0.035391584,22.4571
I,0.3895208,0.3,0.09490506,0.12951535,0.058849096,7.0
F,0.27416712,0.206847,0.07,0.029824328,0.025299022,9.0
I,0.48095223,0.37352312,0.12,0.23032331,0.10785469,9.0
M,0.66406953,0.525,0.125,0.7153157,0.23678732,4.0
I,0.37107423,0.28,0.09,0.096468166,0.04812584,8.0
F,0.617924,0.485,0.17,0.48448405,0.25786626,11.0
F,0.5217194,0.38192683,0.155,0.38000983,0.19485289,11.0
F,0.31362432,0.15466604,0.07,0.12685223,0.15696038,10.0
M,0.81469095,0.64882976,1.124259,1.4875311,0.7564039,13.0
M,0.5745204,0.425,0.16,0.18245836,0.13166381,10.0
M,0.19184335,0.29180452,0.14,0.054608602,0.26209846,10.0
I,0.4651963,0.325,0.11,0.20094897,0.09866837,7.0
M,0.44061315,0.4452949,0.112341434,0.5179931,0.1684311,10.0
I,0.7217307,0.49748453,0.18,0.27027038,0.28302306,9.148336
M,0.6683132,0.29,0.11,0.032827184,0.15266229,25.469566
I,0.1117906,0.09079859,0.0011510703,0.002588933,0.0005163059,2.140419
F,0.450862,0.1675974,0.145,0.036787663,0.03282878,7.0
M,0.61,0.4846418,0.17,0.46287742,0.24713095,15.0
M,0.635,0.5,0.175,0.560118,0.27226862,11.0
F,0.41941252,0.32232204,0.105,0.14421822,0.07975954,9.0
M,0.6187273,0.48,0.16,0.5054016,0.25436297,9.0
F,0.55,0.44,0.15993619,0.3754491,0.199474,14.0
I,0.7080689,0.415,0.09752384,0.7334782,0.046164595,16.0
F,0.24648544,0.18023194,0.095,0.04317435,0.010908084,7.0
I,0.43080768,0.385,0.105,0.14027788,0.1579876,12.0
I,0.13430007,0.10242643,0.015263099,0.005044249,0.001957162,2.832725
M,0.535,0.415,0.14,0.31130174,0.16031738,10.0
I,0.45453614,0.20928481,0.175,0.08176806,0.0582109,10.0
M,0.21322109,0.3,0.125,0.14364892,0.0006495478,19.836048
F,0.47331858,0.58440024,0.5386035,0.6748004,0.23014994,7.0
I,0.44752225,0.3018458,0.098491006,0.124054305,0.06339398,7.0
I,0.1376251,0.10419721,0.016792266,0.005202839,0.0021328728,3.7624626
I,0.43584475,0.37598407,0.1,0.0966839,0.08286199,9.0
I,0.46664038,0.36276874,0.095,0.21639185,0.059775475,6.0
M,0.15363348,0.3162179,0.145,0.047592834,0.008080974,10.0
F,0.81440157,0.44507602,0.09457688,1.3585646,0.1402641,10.0
I,0.14975315,0.11745593,0.028307237,0.0071563767,0.0032824066,4.4469833
F,0.60175836,0.47488603,0.16,0.46834612,0.24203157,10.0
F,0.5893965,0.42116168,0.175,0.16981526,0.3912551,8.771477
I,0.34369987,0.26050538,0.08,0.080500245,0.039006483,7.0
I,0.46118408,0.457594,0.12,0.039332036,0.09038099,2.5189457
I,0.11161926,0.09064494,0.0010104493,0.0025757737,0.00051304535,2.1404564
F,0.58872145,0.590212,0.08,0.1525094,0.26844788,8.0
M,0.62,0.47013164,0.050865922,0.46331114,0.24249801,10.0
F,0.515,0.46669915,0.165,0.24565637,0.15024817,9.0
M,0.14525765,0.10872571,0.036033507,0.005089626,0.0025353304,4.914433
I,0.7232065,0.485,0.09,0.55145663,0.06752528,6.0
I,0.33956438,0.2554363,0.08,0.069269665,0.03791045,8.0
M,0.61,0.4,0.20603451,0.19485795,0.26186186,10.0
M,0.65,0.49,0.165,0.92791593,0.32055148,8.0
F,0.15005279,0.64994663,0.00054243696,0.39785236,0.27829567,7.0
F,0.555,0.43638095,0.15,0.3411345,0.18756583,13.0
I,0.41372332,0.31077284,0.1,0.15012375,0.06724455,8.0
M,0.645,0.51,0.17,0.67011774,0.2916328,11.254535
I,0.110085204,0.090008676,4.1241477e-05,0.0025069176,0.0005000948,2.0145977
I,0.54531056,0.3003056,0.1,0.099238195,0.063450925,9.0
I,0.33015105,0.25000453,0.08,0.0728298,0.036416624,7.0
I,0.110856175,0.090249225,0.00053283246,0.0025406098,0.0005043997,2.0664485
I,0.110594705,0.09013664,0.00035700997,0.0025276067,0.0005021946,2.0560365
M,0.4649702,0.355,0.115,0.2091748,0.10431942,9.0
M,0.475,0.36442304,0.12,0.22901022,0.113974445,9.0
F,0.48416972,0.325,0.13,0.096751586,0.099229135,11.0
F,0.445817,0.11669968,0.155,0.8228885,0.17937894,21.199265
F,0.406234,0.3047662,0.1,0.14556447,0.070622504,7.0
F,0.79057765,0.6102238,0.21477707,1.3014377,0.6420345,12.0
I,0.14238429,0.106640026,0.019721556,0.0059597697,0.0025558888,3.3516908
I,0.515,0.53869814,0.16,0.72590524,0.20719317,12.0
F,0.515,0.48,0.1491593,0.45912224,0.29095784,8.077824
F,0.3720711,0.09000174,0.18,0.013273399,0.15584788,9.0
I,0.24260117,0.48,0.21482413,0.84127784,0.0014591642,10.0
F,0.44,0.34028536,0.11400797,0.16292284,0.09130431,10.0
I,0.41814062,0.3173995,0.1,0.14956707,0.06810506,8.0
F,0.4546139,0.09179262,0.10037393,0.21050884,0.09201885,6.0
F,0.6670022,0.53229254,0.195,0.6377153,0.30406642,12.0
I,0.23043686,0.16836828,0.053419556,0.023180295,0.013034406,5.0
M,0.62272346,0.29,0.11564071,0.02551581,0.20557679,12.0
M,0.495,0.38,0.16,0.46137017,0.39345303,12.0
I,0.8037756,0.4,0.085,0.0025504865,0.307658,10.0
F,0.8144276,0.64792466,1.0698982,1.486725,0.7568716,14.0
F,0.6,0.46432114,0.17,0.42390335,0.22096275,11.0
I,0.555,0.43108207,0.14247678,0.34613112,0.16746457,10.0
F,0.70017564,0.55,0.191063,0.7331583,0.3874298,12.0
M,0.45901856,0.31607065,0.0631253,0.031759005,0.034105197,6.0
F,0.52,0.4,0.14,0.28794542,0.15263556,10.0
M,0.65427786,0.51599354,0.18,0.5988619,0.30482292,12.321896
I,0.5477985,0.40950838,0.105,0.3909124,0.16906849,11.0
I,0.585,0.46,0.155,0.39912677,0.2057831,12.0
I,0.525,0.09,0.185,0.46771446,0.26353887,7.3763905
I,0.11092411,0.09029239,0.00050687883,0.0025499305,0.00050481,2.0933836
I,0.465,0.22690293,0.11,0.17762786,0.096053295,7.0
M,0.542044,0.36,0.125,0.29716462,0.13235065,5.0
M,0.48,0.21634656,0.15,0.13740334,0.45491955,15.109464
F,0.68309206,0.55,0.19791272,0.7136736,0.3683922,12.0
I,0.775331,0.16000572,0.20310025,0.6119653,0.22603194,7.0
M,0.15948962,0.11894651,0.04309464,0.00477501,0.003982372,8.0
M,0.61761045,0.4847198,0.165,0.50308204,0.25570315,10.0
M,0.635,0.47,0.17502409,0.41121686,0.2259369,14.298694
I,0.25205478,0.18481466,0.061462846,0.032853868,0.016468434,5.0
F,0.5529147,0.4727496,0.14394133,0.29358107,0.20482774,7.0
I,0.110027775,0.090002,1.1354939e-05,0.0025030426,0.0005,2.0063431
M,0.1114616,0.31770086,0.2241887,0.099551,0.55500203,14.691269
M,0.4099109,0.5681912,0.04404181,0.39757815,0.0870356,12.0
I,0.22807017,0.16543028,0.053459696,0.03038493,0.013776843,3.0792356
F,0.53,0.41,0.14,0.34530237,0.1627034,8.0
F,0.6710838,0.14036475,0.13050388,0.39616644,0.038158998,9.0
F,0.595,0.46360406,0.155,0.4401526,0.23419727,10.0
F,0.495,0.43,0.145,0.29651085,0.12712876,11.0
F,0.58,0.46913835,0.165,0.5381253,0.25936776,10.0
F,0.6281481,0.4987926,0.175,0.50073564,0.27214035,13.0
I,0.12621735,0.098333165,0.010384375,0.003941205,0.0013636725,2.8887966
I,0.44,0.33606082,0.105,0.16996993,0.081350975,8.0
I,0.11006172,0.09000316,3.4758486e-05,0.0025024994,0.0005,2.0184586
I,0.505,0.39319354,0.125,0.23377158,0.10429929,10.0
F,0.635,0.5025003,0.17587958,0.5147211,0.28183892,14.0
M,0.6467971,0.525,0.145,0.4429376,0.17366152,12.0
F,0.5803864,0.47,0.16304003,0.28307825,0.24740541,10.0
F,0.61,0.475,0.16235127,0.48062918,0.24692926,10.0
I,0.4643015,0.345,0.21579185,0.5862266,0.005434045,26.996887
M,0.39588404,0.3025979,0.1,0.11148965,0.06690313,10.0
M,0.34692577,0.22009403,0.0007376534,0.10553565,0.18679094,11.0
I,0.42823377,0.455,0.062200673,0.29158837,0.13939278,8.0
M,0.1113552,0.09014773,0.002087999,0.0025350011,0.00050395494,3.6716835
I,0.5719516,0.3494466,0.1186885,0.16477796,0.07067112,9.0
F,0.81383973,0.64631796,1.022242,1.4836158,0.7526662,14.0
M,0.6,0.46636948,0.165,0.4182215,0.21917576,12.0
F,0.62,0.46,0.145,0.4313443,0.20991379,10.0
F,0.65,0.51114124,0.175,0.61530364,0.30838138,10.0
F,0.41916677,0.34022027,0.10580809,0.12183972,0.083257854,9.0
M,0.36340493,0.6173178,0.165,0.042736113,0.10092228,13.0
F,0.81242806,0.63836867,0.8861035,1.477413,0.74792457,13.0
F,0.5960833,0.5801217,0.2,0.22813076,0.31039193,9.0
