Sex,Length,Diameter,Height,Shucked_weight,Viscera_weight,Rings
M,0.580085,0.455,0.15,0.426372,0.20861161,10.0
M,0.6631002,0.5224707,0.18,0.6710796,0.3275844,11.0
I,0.16897236,0.121658064,0.03435862,0.009272457,0.004755133,4.0
F,0.4354864,0.33574903,0.11,0.16035552,0.08882023,9.0
M,0.6741765,0.09336437,0.125,0.14038114,0.23952232,13.0
I,0.43981895,0.33427584,0.105,0.16603133,0.07962454,9.0
I,0.43720508,0.36,0.13,0.20707569,0.10880442,10.283138
I,0.75298697,0.49,0.17,0.08295449,0.14981492,24.393208
I,0.14900416,0.109995574,0.023504589,0.007103445,0.0031811201,2.934862
I,0.81161565,0.435,0.165,0.55592537,0.08299844,9.0
F,0.475,0.36902457,0.125,0.22090852,0.11709772,10.0
M,0.3149842,0.23376235,0.08,0.07537849,0.033786166,5.0
M,0.7299596,0.57651544,0.21135245,0.91419834,0.4500785,16.377525
M,0.80752033,0.6350592,0.7459163,1.462001,0.715597,13.0
M,0.36745864,0.27561185,0.09,0.11417495,0.050567534,6.0
I,0.3568869,0.26915568,0.085,0.09026184,0.04250764,7.0
F,0.5664667,0.4419206,0.15,0.3664273,0.19645241,11.0
F,0.59,0.56072336,0.155,0.52781326,0.27689016,10.0
I,0.110342845,0.09005496,0.00018841431,0.0025171475,0.0005008128,2.047631
F,0.58,0.455,0.155,0.40128487,0.21873373,11.0
I,0.11467196,0.09236722,0.0031680474,0.0028141297,0.0006121074,2.2810454
F,0.625,0.49,0.17,0.5055529,0.26665655,11.0
I,0.4231895,0.38,0.125,0.28467566,0.14193572,9.0
F,0.110078275,0.09000354,8.372852e-05,0.0025045385,0.0005,2.0073655
M,0.8004277,0.6255338,0.44727692,1.4357954,0.68454504,12.0
I,0.41569984,0.3151433,0.1,0.1618922,0.07085741,6.0
F,0.6834877,0.5329026,0.18550645,0.7003401,0.36421758,11.0
I,0.35832456,0.2698394,0.085,0.09058795,0.042878203,7.0
F,0.66,0.55446017,0.18,0.5660569,0.3932806,13.0
F,0.8142254,0.64711404,1.0497893,1.4864085,0.75554,13.603885
M,0.28789648,0.21690649,0.07637394,0.039095838,0.028161928,8.0
F,0.41152018,0.197026,0.115,0.06724722,0.09165403,9.0
M,0.7259692,0.56515545,0.20202488,0.8924832,0.42976695,10.0
I,0.11000676,0.09,1.7553681e-06,0.0025007436,0.0005,2.002493
F,0.792133,0.6123708,0.21578906,1.3177897,0.63895416,12.0
I,0.11001738,0.090000786,7.3179067e-06,0.0025010598,0.0005,2.0055969
F,0.62,0.48795876,0.17,0.48139346,0.26059744,13.0
F,0.38288856,0.29,0.095,0.1254363,0.060609,7.0
F,0.8127253,0.64414835,0.94560224,1.473062,0.74737173,13.985998
F,0.7022148,0.55,0.195,0.7295837,0.38798666,13.651048
M,0.50361574,0.3388519,0.13,0.30267456,0.15547304,13.0
M,0.323422,0.37055507,0.123416625,1.4772081,0.31210095,11.0
I,0.116232835,0.09318138,0.0041807583,0.0029388617,0.00068463024,2.5133848
M,0.583652,0.4,0.17,0.26760414,0.13017412,20.097073
I,0.3050453,0.22810444,0.07281566,0.0557763,0.02937203,6.367646
I,0.114459306,0.09217542,0.0028921976,0.002748762,0.00058868836,2.6368139
M,0.4550072,0.505,0.18819858,0.62224126,0.29118195,17.0
M,0.63895655,0.5049722,0.175,0.5627085,0.28562453,12.0
M,0.23774761,0.16894796,0.06310718,0.029955667,0.0142402025,4.0
F,0.17783503,0.12786527,0.04360972,0.006167758,0.006222921,8.0
I,0.48947078,0.37624627,0.12,0.24126959,0.11188949,9.0
F,0.43065885,0.465,0.165,0.4362372,0.09602922,12.0
I,0.575,0.45,0.15,0.3779031,0.1873008,11.0
M,0.7249033,0.415,0.115,0.6632122,0.13116051,9.0
M,0.11034962,0.09001913,0.00046269246,0.002513255,0.000500413,2.1579514
I,0.58960056,0.4636886,0.155,0.41065782,0.20673215,12.0
I,0.15210438,0.11192568,0.025108894,0.007132427,0.0033455421,3.6811688
M,0.814771,0.649099,1.1121993,1.4879384,0.7591216,14.0
I,0.11118004,0.09039241,0.0007175525,0.0025543252,0.00050715834,2.1074157
M,0.8137054,0.64578557,1.058316,1.4862504,0.7524417,13.0
M,0.625,0.495,0.17,0.52156705,0.26549524,11.370533
I,0.51642853,0.4,0.13,0.2781987,0.13148375,9.0
F,0.25772095,0.19445108,0.06832233,0.022101311,0.021233674,9.0
I,0.575,0.45,0.15,0.38008282,0.18991514,11.0
M,0.64,0.50403875,0.17,0.61454916,0.28799924,8.0
I,0.26570454,0.19486657,0.063707404,0.033850666,0.019056747,6.0
F,0.625,0.49487203,0.17,0.5121542,0.26991424,11.0
F,0.54177165,0.4217477,0.145,0.34237966,0.17432901,10.0
I,0.26465324,0.1940427,0.060978327,0.016173827,0.06401991,8.0
M,0.8146602,0.64853126,1.1201012,1.4878069,0.7573247,13.0
M,0.5648646,0.405,0.15423514,0.2234375,0.12872088,10.0
M,0.36211145,0.34955752,0.125,0.31172067,0.35701296,10.0
M,0.80333525,0.6286503,0.5324465,1.4444604,0.6966877,12.0
M,0.6,0.47231972,0.16,0.4592668,0.23317026,11.0
M,0.6631473,0.523518,0.1847219,0.66007274,0.3269642,11.38408
M,0.5756526,0.46,0.165,0.3698557,0.21448135,19.566462
F,0.36158347,0.27549276,0.09,0.08956557,0.04971191,8.0
F,0.42359066,0.3243674,0.105,0.15305467,0.08110418,9.0
M,0.61,0.48,0.17,0.46227252,0.24557409,14.0
M,0.6350588,0.5,0.175,0.56510967,0.28246558,11.0
F,0.25385848,0.18547618,0.06476881,0.025208853,0.01878084,7.0
M,0.6083752,0.475,0.15605545,0.48819736,0.23869069,9.0
M,0.615,0.485,0.17,0.4794781,0.2533165,14.0
I,0.645,0.46661335,0.145,0.5217329,0.19770765,14.0
F,0.13305886,0.10062622,0.018912623,0.0038534286,0.0017010908,4.6559734
F,0.38118425,0.46,0.1,0.06513139,0.41970015,17.524786
I,0.43874946,0.33273754,0.105,0.1688687,0.079740375,8.0
M,0.62223387,0.4893453,0.17,0.5045758,0.2604164,12.0
I,0.40404466,0.29002017,0.11082009,0.10914834,0.062330928,9.0
F,0.31515506,0.26190892,0.104551956,0.076840386,0.009093439,19.779219
F,0.7096449,0.55,0.19059359,0.8308355,0.40752771,10.0
I,0.33511898,0.22556113,0.07587693,0.0635307,0.031378794,4.749111
I,0.2317079,0.16970801,0.053953126,0.024858085,0.013359817,5.0
I,0.5338057,0.45315376,0.125,0.19662695,0.1580611,10.0
M,0.65820533,0.515,0.18,0.64883906,0.31518233,10.864768
M,0.22912468,0.1711631,0.06392886,0.014308714,0.014300272,9.0
M,0.8130799,0.44984677,0.12443383,1.3213897,0.2010918,9.0
I,0.11893925,0.09456676,0.005840326,0.003123112,0.0008215782,3.1097498
F,0.6632673,0.52387035,0.18,0.6450093,0.32774442,11.0
F,0.75617534,0.58171946,0.20561771,1.0657879,0.49040675,11.0
F,0.35852948,0.27883795,0.0926219,0.07728838,0.053295445,10.0
I,0.3307818,0.253386,0.08,0.08039022,0.03767565,5.0
I,0.110034406,0.090002075,1.8994597e-05,0.0025020067,0.0005,2.0080886
F,0.61,0.4765781,0.16399308,0.47899058,0.24769294,10.0
F,0.6,0.395,0.08,0.39999887,0.1833295,11.0
I,0.42911667,0.325,0.11,0.1549278,0.07443475,8.0
I,0.11014696,0.09001709,7.427955e-05,0.0025097516,0.00050020864,2.024485
M,0.615,0.43811238,0.13110107,0.37670776,0.1267084,7.0
I,0.13301176,0.101833396,0.014330836,0.004507932,0.001776263,4.0
F,0.6,0.47,0.16149712,0.44720295,0.23742379,11.0
F,0.6895153,0.5321289,0.18,0.8052354,0.36950067,9.0
F,0.2824761,0.64967185,0.0016999126,0.48715058,0.19517234,8.0
M,0.58,0.45710385,0.155,0.40374234,0.21105489,12.0
I,0.43685457,0.33184198,0.105,0.16745143,0.07986856,8.0
M,0.81306773,0.64443547,1.0247802,1.4846152,0.7473776,13.0
I,0.110011816,0.09000057,3.9951256e-06,0.0025013073,0.0005,2.0035539
M,0.66257924,0.28,0.11,0.107150555,0.09181463,11.0
I,0.12141157,0.09589568,0.0074206516,0.0033986573,0.0010176275,2.8900244
M,0.6,0.47433054,0.16,0.47058472,0.23534915,10.0
I,0.1101221,0.09000706,8.897514e-05,0.0025046433,0.0005001029,2.0278335
M,0.5276697,0.405,0.135,0.3089426,0.15423127,10.0
M,0.13195059,0.101942696,0.02497006,0.0036372445,0.0015785081,5.0
F,0.5079787,0.36,0.135,0.23321734,0.13781078,14.0
M,0.50379413,0.11472153,0.13,0.54718107,0.19029425,12.0
M,0.12662059,0.09799588,0.020338524,0.0039030525,0.001178471,2.6668963
F,0.7224616,0.56299657,0.195,0.87602484,0.43499604,11.0
I,0.110026166,0.09000194,1.1027729e-05,0.0025029709,0.0005,2.0057237
I,0.5257873,0.5119468,0.165,0.6727335,0.16450502,12.0
F,0.57,0.47,0.145,0.51310396,0.28736562,9.0
F,0.48631772,0.09821506,0.155,0.0368425,0.21593721,9.0
I,0.50228703,0.39944047,0.135,0.31291863,0.12644997,8.0
F,0.19795223,0.14090234,0.04809091,0.009784224,0.008764013,7.0
F,0.61,0.48,0.16979831,0.46276525,0.24883698,12.606648
F,0.46902204,0.3553349,0.11501696,0.20862937,0.11386289,10.0
F,0.625,0.5,0.175,0.49777406,0.24767801,11.0
I,0.11899879,0.09459568,0.005881553,0.0031521402,0.00083426724,2.8671017
M,0.42201853,0.3235071,0.105,0.14560358,0.08034231,10.0
M,0.7350007,0.5757917,0.20724313,1.012417,0.46664217,12.0
F,0.6548285,0.46,0.15,0.2968659,0.2550367,11.0
F,0.80861896,0.6366918,0.57973176,1.4462668,0.7191092,13.0
F,0.408976,0.31462288,0.105,0.12547083,0.07424358,10.0
I,0.5,0.385,0.125,0.25448883,0.119607985,9.0
F,0.813606,0.6460781,1.0111094,1.4805864,0.7511421,14.0
M,0.5716505,0.425,0.0788427,0.022818912,0.059486274,7.0
F,0.5459914,0.425,0.145,0.3302216,0.17567326,11.0
I,0.47788757,0.37,0.115,0.21573527,0.10364011,9.0
I,0.5200228,0.37,0.12,0.33501622,0.1488379,10.0
M,0.69698644,0.55,0.19644225,0.73265606,0.3806609,15.0
M,0.5049078,0.21138723,0.15,0.3562247,0.259002,8.0
I,0.11044099,0.090078935,0.00024610295,0.0025208467,0.0005012348,2.0573826
M,0.555,0.4,0.14,0.1920151,0.21852815,9.0
M,0.2491558,0.17647526,0.06582462,0.037999984,0.016216548,3.2738311
M,0.465,0.23518552,0.125,0.07833678,0.47949675,15.0
F,0.7094065,0.5589233,0.2,0.7267398,0.39640746,15.139767
I,0.6874263,0.19694702,0.185,0.5087909,0.19467893,8.0
M,0.2732716,0.2042892,0.0704313,0.027072191,0.023898007,9.0
M,0.62777054,0.495,0.17,0.52891684,0.26926997,11.0
M,0.6116135,0.47709924,0.17,0.41332918,0.22938874,15.379559
I,0.11425378,0.092094205,0.0028059436,0.0027464565,0.00058503763,2.4623704
F,0.565,0.45,0.145,0.3784563,0.1950914,9.0
I,0.110018566,0.09000114,7.1009144e-06,0.0025020237,0.0005,2.0047667
I,0.12673,0.3,0.17,0.038368937,0.38222945,11.0
M,0.525,0.45,0.105,0.33586484,0.14301524,12.0
I,0.3565362,0.2669077,0.085,0.12158318,0.056176655,5.260362
I,0.48956954,0.3768454,0.12,0.23939066,0.11162256,9.0
I,0.555,0.24279371,0.1,0.2539549,0.03089027,9.0
F,0.73582584,0.5749412,0.2,0.98686826,0.46613836,11.0
F,0.525,0.4174315,0.145,0.32672545,0.15189712,9.0
F,0.61,0.475,0.165,0.516319,0.26296127,9.0
F,0.6323489,0.5,0.175,0.53076065,0.27885225,11.0
I,0.4718411,0.37,0.114183314,0.22385474,0.10838825,9.0
I,0.58,0.45613652,0.155,0.394667,0.19728053,11.0
M,0.81399095,0.64649564,1.062245,1.4866207,0.7534011,13.0
I,0.625,0.47,0.165,0.44287762,0.19409369,13.0
F,0.8055272,0.6357163,0.54170173,1.3708298,0.69899344,15.0
M,0.5,0.38,0.125,0.2735424,0.12850796,8.0
F,0.393132,0.29560226,0.1,0.05511608,0.38811576,9.0
F,0.49512947,0.34613433,0.135,0.30230683,0.14358637,8.0
I,0.40768814,0.45,0.22462454,0.4674825,0.002398096,26.999113
I,0.5425026,0.17436476,0.085971236,0.2708112,0.14296028,13.627552
I,0.4458116,0.36,5.026282e-07,0.40924484,0.3208131,10.0
F,0.7160428,0.62533057,0.12733816,0.5239518,0.14124408,8.0
M,0.81448174,0.56035703,0.11,0.08578995,0.044010576,17.756866
M,0.7077253,0.525274,0.2146945,0.26258665,0.110626884,14.984853
F,0.20631467,0.6495137,0.18751046,0.11041992,0.2990823,11.0
I,0.63516176,0.5574149,0.21243222,0.15029116,0.16574371,11.0
F,0.11509582,0.6497766,0.055540968,0.899663,0.68273526,9.0
F,0.33656162,0.5,6.120792e-06,0.9584526,0.75939584,6.0
I,0.7239091,0.31256664,0.11,0.1978974,0.045608684,9.0
F,0.4687733,0.09,0.08,0.006051438,0.0026544405,2.4037375
F,0.7611219,0.09,0.13921188,1.4617565,0.6662341,2.0000722
F,0.5,0.55195826,0.11,0.104626685,0.18003204,9.0
