MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedHouseVal
2.5313,37.0,3.38,1.09,231.0,2.31,36.63,-121.86,1.083
3.6786,11.0,6.1975904,1.0939759,1402.0,3.3783133,36.09,-119.06,0.729
3.8565,39.0,4.9627957,1.0078918,2941.0,3.3156707,37.65,-122.42,2.398
5.6417,13.0,6.76,1.0635897,4847.0,2.485641,37.66,-121.84,3.529
4.1806,28.0,6.317739,1.0389863,1334.0,2.60039,32.83,-117.21,1.996
4.125,36.0,5.748971,1.1893004,661.0,2.7201645,37.09,-122.12,2.396
2.5208,41.0,5.569672,1.0819672,786.0,3.2213116,34.08,-117.32,0.855
2.6397,23.0,4.098551,1.057971,889.0,2.5768116,34.39,-119.52,2.5
7.8383,52.0,7.7263513,0.9966216,829.0,2.8006756,34.17,-118.27,5.00001
2.9576,25.0,4.566766,1.0346192,2685.0,2.6557863,38.26,-122.03,1.085
3.5524,27.0,5.791569,0.9367682,1271.0,2.9765809,35.4,-118.96,0.891
3.7614,37.0,3.9411764,1.0529412,1008.0,2.964706,34.0,-118.43,3.143
4.125,19.0,5.3737373,1.030303,1317.0,2.2171717,37.94,-122.02,2.671
7.8528,17.0,6.4,0.99,959.0,2.3975,37.31,-122.08,3.689
4.2679,36.0,5.373134,1.0,719.0,3.5771143,33.91,-118.1,1.758
1.6384,42.0,3.7673862,1.0431654,1631.0,3.911271,33.79,-118.18,1.28
2.8403,24.0,4.2565947,1.0731415,2828.0,3.3908873,33.81,-117.83,2.256
4.7986,52.0,6.5038166,1.0572519,746.0,2.8473282,34.19,-118.3,3.261
3.5,52.0,5.195876,0.9896907,295.0,3.041237,37.42,-121.06,0.735
3.3958,38.0,5.2664475,1.1578947,711.0,2.3388157,33.79,-118.31,2.5
5.6493,40.0,6.744382,1.0758427,894.0,2.511236,37.59,-122.41,4.224
2.9063,33.0,5.2529182,1.0311284,1251.0,4.8677044,34.08,-117.73,1.152
6.077,34.0,5.7188406,1.0637681,843.0,2.4434783,33.88,-118.39,4.727
5.3259,16.0,5.4666667,1.0888889,886.0,3.2814815,33.69,-117.99,2.164
5.5362,7.0,7.067742,1.0451612,1156.0,3.7290323,33.83,-117.53,1.956
6.9326,6.0,7.314775,1.0556746,1319.0,2.8244112,33.03,-117.25,3.246
4.3846,15.0,6.2635984,1.0460252,827.0,3.460251,33.14,-117.08,1.542
5.0869,23.0,6.4195404,1.1321839,1535.0,2.940613,34.02,-117.8,2.306
2.4659,17.0,9.747727,2.0295455,958.0,2.1772728,33.74,-116.41,1.778
4.5357,25.0,6.0133715,1.0334288,3200.0,3.0563514,37.69,-121.79,1.884
1.5933,37.0,3.9983306,1.0467446,2489.0,4.1552587,32.69,-117.11,0.863
2.0511,21.0,3.2589285,1.1741072,965.0,4.308036,34.07,-118.44,3.5
3.4559,47.0,6.1485505,1.1521739,775.0,2.807971,38.69,-121.77,1.231
1.3462,33.0,4.5635595,1.148305,753.0,3.190678,38.63,-121.44,0.559
2.66,29.0,3.825046,1.038674,2087.0,3.8434622,34.01,-118.1,1.892
2.7864,22.0,4.859833,1.5209205,1301.0,2.7217574,34.38,-119.53,3.0
3.9539,33.0,5.6567903,1.0839506,1187.0,2.930864,33.84,-117.98,1.911
3.0592,45.0,4.5501285,1.0874037,1410.0,3.6246786,34.07,-118.12,2.125
3.0329,30.0,3.501906,1.090216,1806.0,2.2947903,33.89,-118.3,2.078
5.1305,9.0,4.7363634,1.0090909,491.0,4.4636364,32.69,-117.06,1.589
3.5877,14.0,5.533146,1.0601124,4356.0,2.447191,37.7,-120.99,1.609
4.7308,33.0,6.575597,1.0132626,979.0,2.596817,38.55,-121.75,2.362
15.0001,52.0,8.483019,0.9622642,813.0,3.0679245,34.07,-118.33,5.00001
5.5601,36.0,5.673709,0.9882629,1276.0,2.995305,33.9,-118.02,2.052
4.125,36.0,5.6496816,1.0382166,482.0,3.0700636,33.85,-118.11,2.195
5.795,22.0,7.1397204,1.1037924,1371.0,2.736527,38.32,-122.53,3.323
4.4063,35.0,5.126506,1.0702811,1117.0,2.242972,37.24,-121.97,4.361
4.4659,38.0,5.2192693,1.0531561,874.0,2.9036546,37.69,-122.14,1.891
2.2361,47.0,4.941476,1.0941476,1074.0,2.7328243,38.01,-121.81,1.051
3.8488,7.0,6.4466367,1.155157,3175.0,2.8475337,38.12,-120.76,1.306
1.6675,6.0,5.511509,1.3913044,1039.0,2.657289,34.05,-117.3,0.958
3.1455,16.0,5.118566,1.0165441,3148.0,2.8933823,39.28,-123.22,1.429
3.8235,10.0,5.345938,1.0070028,1686.0,2.3613446,36.32,-119.35,0.946
3.0147,13.0,5.9381866,1.4010988,2566.0,3.5247252,38.46,-122.75,1.428
3.2279,39.0,4.396648,1.0111731,731.0,4.083799,34.08,-118.17,1.585
1.7197,34.0,4.3777776,1.0571429,1156.0,3.6698413,35.37,-118.97,0.489
7.3023,35.0,6.6617103,0.9944238,1405.0,2.611524,37.43,-122.11,4.513
7.2772,36.0,7.858156,1.0591017,1190.0,2.8132389,34.23,-118.51,4.772
3.7361,19.0,5.0341616,1.0186335,871.0,2.704969,33.88,-117.86,2.014
5.5259,52.0,5.943787,1.0,841.0,2.4881656,37.33,-121.92,2.958
3.1406,43.0,4.7158837,1.0201342,1299.0,2.9060402,37.76,-122.5,3.162
4.125,52.0,5.371663,0.97125256,1085.0,2.227926,37.89,-122.28,2.709
1.8214,23.0,3.4574559,1.073294,4729.0,3.9839933,33.19,-117.37,1.738
3.3005,12.0,5.920188,1.0985916,1970.0,3.082942,40.39,-122.37,0.985
3.7973,4.0,4.860127,1.0990009,2988.0,2.7138965,34.12,-117.56,1.813
3.5781,4.0,19.178572,2.8452382,275.0,3.2738094,33.89,-117.13,2.444
3.8583,52.0,5.0858893,0.9877301,1086.0,3.3312883,37.71,-122.45,2.616
6.1509,20.0,6.4923077,1.0307692,1008.0,3.1015384,33.06,-117.29,3.387
3.556,52.0,4.3421054,1.0394737,841.0,2.213158,37.88,-122.29,1.793
2.1949,22.0,5.1937985,1.246124,1644.0,3.1860466,32.65,-116.45,1.271
6.8299,18.0,6.390244,0.94207317,1044.0,3.182927,34.38,-118.54,2.621
4.055,34.0,5.1314363,1.0447154,1966.0,2.6639566,34.27,-118.51,2.225
3.3269,22.0,7.6770835,1.65625,773.0,2.6840277,37.09,-119.4,1.027
2.625,26.0,4.9086537,1.1057693,301.0,1.4471154,33.6,-117.7,0.806
4.0977,48.0,5.2420635,1.0436507,506.0,2.0079365,37.8,-122.21,2.297
2.0804,42.0,4.2941175,1.117647,1206.0,2.0268908,37.84,-122.26,2.267
3.0721,40.0,4.8432837,0.9477612,793.0,2.9589553,34.13,-117.27,0.838
5.5224,24.0,4.285714,1.170068,257.0,1.7482994,34.09,-118.37,4.0
4.5491,34.0,7.397059,1.4558823,275.0,4.0441175,34.36,-118.29,3.75
3.7143,34.0,4.694215,1.1528926,2164.0,4.4710746,34.21,-118.37,1.757
2.2926,17.0,4.8608966,1.0710974,1560.0,2.4111283,39.2,-123.21,1.493
5.2366,43.0,6.116,1.244,570.0,2.28,37.16,-121.9,2.933
5.0526,36.0,6.0884957,1.0154867,1211.0,2.6792035,33.95,-118.12,2.698
6.8194,16.0,7.7606835,1.0299145,793.0,3.3888888,37.26,-121.85,2.912
5.0131,37.0,4.694779,0.95983934,589.0,2.3654618,37.39,-122.07,3.303
5.4031,4.0,5.445977,1.3011494,996.0,2.2896552,33.45,-117.6,2.438
1.175,52.0,4.958159,1.0878661,635.0,2.6569037,36.76,-119.79,0.561
3.7477,8.0,5.2271385,1.0191741,2118.0,3.1238937,38.69,-121.8,1.222
5.419,6.0,6.6925516,1.0649762,1747.0,2.7686212,38.73,-121.28,2.674
1.528,43.0,4.651515,1.0670996,1316.0,2.8484848,33.96,-118.31,1.318
4.0417,52.0,6.4528303,1.0471698,1301.0,2.454717,38.56,-121.45,1.738
5.8673,16.0,7.211111,1.0422223,1471.0,3.268889,36.36,-119.25,1.548
12.4429,30.0,8.267326,1.0841584,606.0,3.0,32.86,-117.25,5.00001
2.5074,35.0,4.882155,1.0942761,717.0,2.4141414,40.42,-120.66,0.664
2.7109,37.0,4.292,1.06,1197.0,4.788,33.91,-118.21,1.33
4.8015,30.0,5.549296,0.9929578,1004.0,3.5352113,34.27,-118.46,1.797
6.8088,20.0,6.737879,1.0015152,2062.0,3.1242423,37.26,-121.9,2.833
5.1237,52.0,5.7828417,0.9705094,1001.0,2.6836462,33.88,-117.93,2.4
6.1648,35.0,5.8505745,0.97126436,484.0,2.7816093,37.25,-121.96,3.719
4.1641,16.0,6.4044943,1.0187266,1025.0,3.8389513,33.14,-117.12,1.636
4.3906,36.0,5.862162,0.9702703,1018.0,2.7513514,33.78,-117.93,2.313
3.6,37.0,4.3497267,0.95628417,740.0,4.043716,33.9,-118.1,1.564
6.1834,25.0,6.261194,0.9402985,862.0,3.216418,34.29,-118.7,2.298
3.9844,18.0,6.1310043,0.98689955,754.0,3.2925763,36.6,-119.46,1.181
3.5,35.0,4.80618,0.94101125,825.0,2.3174157,34.08,-117.89,2.156
3.7807,9.0,4.9976773,1.0452962,2240.0,2.601626,34.68,-118.16,1.109
3.5368,34.0,5.965142,1.0348583,1316.0,2.8671024,38.0,-121.8,1.225
3.6154,5.0,4.193548,0.9919355,1037.0,2.7876344,38.02,-121.9,1.818
1.8539,41.0,2.6884563,1.1001391,3121.0,4.340751,34.03,-118.28,1.475
6.5372,52.0,7.1666665,1.1124032,695.0,2.6937985,37.75,-122.46,3.94
3.8194,36.0,4.680851,0.94148934,795.0,4.2287235,37.48,-122.12,1.594
4.6667,13.0,4.937677,1.0283287,854.0,2.4192634,32.9,-117.12,1.382
5.6396,19.0,5.961136,1.0508221,3437.0,2.5687594,37.56,-122.25,4.303
4.9757,35.0,7.049608,1.1018276,1995.0,5.208877,34.47,-119.67,5.00001
3.8307,33.0,5.7284403,1.0623853,1733.0,3.1798165,35.38,-118.92,0.706
9.0812,35.0,4.0474577,0.9898305,507.0,1.718644,33.89,-118.41,5.00001
5.5,27.0,6.184039,0.9723127,2043.0,3.3273616,34.03,-118.09,2.768
0.9573,19.0,2.9512196,1.0,658.0,16.04878,37.64,-121.0,1.625
3.3529,14.0,5.2174687,1.0481284,1821.0,3.2459893,35.32,-119.02,0.826
5.0162,27.0,4.810606,0.97727275,809.0,3.064394,33.73,-117.82,2.23
6.9133,8.0,5.9764705,1.0264705,862.0,2.535294,33.68,-117.8,2.741
2.6133,49.0,5.1637554,1.1004367,1131.0,2.4694324,38.11,-122.25,1.031
5.749,36.0,5.8223686,0.9736842,938.0,3.0855262,34.26,-118.48,2.38
4.7969,25.0,6.2830424,1.0236908,2654.0,3.309227,34.11,-117.8,2.117
2.7375,23.0,4.8183184,1.1231232,1423.0,2.1366367,36.99,-121.96,2.38
3.7731,38.0,5.491228,0.9883041,710.0,2.0760233,38.57,-121.42,1.614
4.0625,21.0,6.4103894,0.987013,1164.0,3.0233767,33.94,-117.38,1.368
5.3649,32.0,6.3992395,1.0380228,719.0,2.7338402,33.88,-117.92,2.436
2.3287,16.0,5.705,1.1,563.0,2.815,40.63,-122.23,1.307
4.739,26.0,6.464,1.0346667,974.0,2.5973334,32.81,-117.17,1.841
4.3472,52.0,5.256,1.268,473.0,1.892,37.81,-122.42,5.00001
2.6974,31.0,4.614907,1.0714285,823.0,2.5559006,35.12,-120.61,1.654
4.036,5.0,13.885901,2.8510175,2880.0,2.0930233,33.75,-116.33,1.585
4.9028,15.0,6.391667,1.0458333,761.0,3.1708333,34.87,-120.41,1.936
1.5163,43.0,3.3140028,1.135785,2468.0,3.4908063,34.04,-118.22,1.15
5.4193,17.0,5.78934,0.9111675,1226.0,3.111675,37.23,-121.79,2.595
2.77,27.0,5.8104267,1.1374408,706.0,3.3459716,36.65,-119.78,0.684
3.0521,36.0,3.7695472,1.1090535,934.0,1.9218107,34.11,-118.27,2.766
4.5739,35.0,6.010101,0.969697,1033.0,3.4781144,33.79,-117.92,1.905
1.1296,34.0,4.356502,1.1210762,1078.0,2.4170403,34.7,-118.13,0.938
4.0924,19.0,5.942222,1.0488889,744.0,3.3066666,38.17,-121.28,2.442
1.7273,29.0,6.492647,1.375,326.0,2.3970587,38.96,-122.64,0.582
2.2245,29.0,4.9658823,1.06,2294.0,2.6988235,38.51,-121.45,0.759
4.498,34.0,4.7562675,1.0849582,1275.0,1.775766,33.6,-117.87,4.829
2.3675,29.0,2.9001281,1.0409731,3425.0,4.385403,33.94,-118.37,1.494
2.0469,10.0,4.78629,0.9516129,728.0,2.935484,40.45,-122.31,0.668
4.8403,28.0,5.3289185,0.9161148,1106.0,2.4415011,37.55,-121.99,2.686
2.3357,48.0,4.064935,0.99025977,673.0,2.185065,37.67,-122.09,1.75
4.8953,21.0,5.395806,0.98558325,2001.0,2.6225426,36.98,-121.88,2.895
2.5129,18.0,5.2650604,1.0481927,1335.0,2.2977624,37.98,-120.42,1.159
4.7328,45.0,5.573913,1.0847826,1056.0,2.2956522,37.78,-122.51,3.511
6.6199,18.0,6.666201,1.0377095,1970.0,2.7513967,32.96,-117.25,4.062
4.88,21.0,5.8820896,0.97761196,1897.0,2.8313432,33.83,-118.06,3.439
5.551,17.0,6.8813057,1.0326409,1125.0,3.338279,32.67,-117.01,2.669
3.65,13.0,4.44,0.94545454,682.0,2.48,37.67,-120.98,1.555
13.466,26.0,8.874233,1.0582823,983.0,3.0153375,33.75,-117.79,5.00001
3.2312,34.0,3.40991,0.954955,409.0,1.8423424,32.79,-117.2,1.922
1.7708,32.0,3.6853147,1.020979,582.0,4.06993,34.28,-118.44,1.388
1.8355,26.0,4.424051,0.99525315,2017.0,3.1914556,39.12,-121.58,0.612
12.8763,50.0,7.074184,0.925816,836.0,2.4807122,34.12,-118.28,5.00001
6.5669,43.0,5.0552764,1.0100503,520.0,2.6130652,34.03,-118.4,3.728
3.0799,41.0,5.216266,1.0425138,1288.0,2.3807764,34.28,-119.26,2.541
3.48,26.0,5.6106195,1.0123894,1524.0,2.697345,37.31,-120.46,0.953
5.0299,40.0,5.8153844,0.93846154,371.0,2.853846,33.89,-118.36,3.292
4.5484,29.0,5.16,1.0876923,1752.0,2.6953845,34.23,-118.48,2.399
1.6887,20.0,4.16955,1.0934256,2135.0,3.6937716,34.16,-118.15,1.486
3.0466,11.0,6.534091,1.2260101,2144.0,2.7070706,38.97,-122.78,0.973
5.3054,36.0,5.8603897,0.9350649,882.0,2.8636363,33.96,-118.01,2.735
2.9073,35.0,4.6915584,1.0032468,795.0,2.581169,38.46,-122.72,1.57
2.9688,24.0,5.5268817,0.99462366,471.0,2.532258,39.52,-121.53,0.864
4.125,37.0,5.525,0.975,612.0,2.55,32.63,-117.06,1.602
5.5164,40.0,6.228739,1.3167156,643.0,1.8856305,36.56,-121.92,3.691
3.1136,36.0,5.7134986,0.9614325,954.0,2.6280992,36.96,-120.08,0.738
3.6034,16.0,3.2209568,1.0546697,793.0,1.8063781,34.44,-119.82,1.5
3.8125,27.0,5.0446925,1.2988827,791.0,2.2094972,33.61,-117.93,3.667
1.9676,33.0,5.1758957,0.9576547,1102.0,3.5895765,36.6,-119.63,0.624
2.398,18.0,5.395299,1.0705128,1726.0,3.6880343,38.54,-121.42,0.876
5.9683,33.0,6.112981,1.0552884,1098.0,2.6394231,33.88,-118.39,4.955
2.9,20.0,4.0833335,1.0851064,1607.0,2.8492908,33.86,-117.99,1.761
3.6522,8.0,5.217786,0.99455535,1718.0,3.1179674,36.79,-119.87,0.802
2.0655,37.0,4.6842103,1.1345029,1553.0,4.5409355,33.96,-118.24,0.934
3.2417,28.0,4.698718,1.1842948,1198.0,1.9198718,37.67,-122.07,2.108
3.2109,34.0,4.026764,1.0948905,870.0,2.1167884,32.84,-117.27,3.76
4.6488,16.0,6.3508472,0.9932203,1817.0,3.0796611,38.7,-121.27,1.453
2.625,31.0,4.4166665,0.9345238,1163.0,3.4613094,37.96,-121.22,0.721
5.5771,27.0,5.388298,1.0744681,1421.0,2.5195036,33.88,-118.38,3.455
4.3882,52.0,5.125964,1.0385604,1014.0,2.6066837,37.31,-121.89,2.236
3.6467,14.0,5.174168,1.0273973,2021.0,3.9549901,34.05,-117.66,1.475
1.8407,49.0,5.1175165,1.0022173,1299.0,2.8802662,37.76,-122.18,0.967
4.4844,31.0,5.9452057,0.94863015,801.0,2.7431507,33.2,-117.22,2.055
7.9556,52.0,7.56,0.9927273,684.0,2.4872727,37.9,-122.27,3.744
4.875,18.0,6.0288715,1.0918635,1086.0,2.8503938,37.5,-122.47,3.346
3.205,7.0,5.6094275,1.0695847,2764.0,3.1021323,34.48,-117.2,1.019
1.3187,23.0,4.7174516,1.099723,1333.0,3.6925209,34.02,-118.31,1.271
1.3047,41.0,5.638989,1.1624548,927.0,3.3465705,36.72,-119.79,0.441
2.225,21.0,4.685619,1.1070234,651.0,2.1772575,40.17,-122.23,0.647
6.3566,16.0,5.5616436,0.87945205,1343.0,3.679452,37.27,-121.82,2.791
5.4544,26.0,6.55082,0.98688525,874.0,2.865574,32.81,-117.02,1.809
3.75,52.0,5.0247936,1.0688705,799.0,2.201102,37.77,-122.46,4.357
3.6019,33.0,4.615556,1.08,1021.0,2.268889,34.18,-118.45,2.25
1.2475,52.0,4.075,1.14,1162.0,2.905,37.82,-122.27,1.042
3.2147,7.0,5.3982396,1.1826183,2014.0,2.2156215,36.84,-119.78,1.119
6.3052,31.0,5.292096,0.90378004,1493.0,2.5652921,37.34,-122.01,3.442
3.0047,9.0,4.008108,1.0405406,1430.0,1.9324324,37.37,-122.03,2.56
2.2788,46.0,4.490054,1.0614828,2121.0,3.835443,34.1,-118.23,1.529
3.0445,36.0,4.0428133,1.030581,1211.0,1.851682,32.76,-117.15,2.148
1.9074,26.0,4.264177,1.1147995,960.0,1.3278009,33.77,-118.08,0.685
2.7138,8.0,6.931897,1.2112578,6835.0,4.7498264,35.43,-116.57,0.225
4.9821,21.0,4.4875674,1.1005405,2054.0,2.2205405,33.87,-118.38,2.929
2.9803,45.0,4.6475773,1.0881057,1404.0,3.092511,33.87,-118.17,1.659
7.5752,52.0,3.142857,1.0,55.0,7.857143,34.02,-118.21,0.675
6.1825,33.0,6.961165,0.92718446,1204.0,2.9223301,33.91,-117.92,3.369
4.675,33.0,6.360153,1.0613027,741.0,2.8390806,37.99,-122.12,2.254
2.2297,35.0,2.5810056,0.9748603,1376.0,3.8435755,33.95,-118.37,2.625
1.8261,52.0,4.251613,0.9935484,1368.0,4.4129033,37.95,-121.27,0.546
3.5055,47.0,5.2736125,1.0856864,2177.0,2.1197662,37.97,-122.57,3.821
4.538,3.0,5.765442,1.129007,3214.0,2.5129006,33.52,-117.69,2.782
4.6591,20.0,6.7580647,1.0806452,551.0,2.9623656,34.65,-118.14,2.472
3.48,52.0,4.757282,1.0679612,689.0,2.2297735,37.83,-122.26,1.914
10.8034,18.0,8.460581,1.0041494,1490.0,3.0912864,33.97,-117.99,5.00001
1.6355,31.0,2.338957,1.1196319,2510.0,3.8496933,34.05,-118.28,1.625
1.7105,21.0,4.8244443,1.0733334,1315.0,2.9222221,35.5,-119.27,0.521
3.4821,34.0,4.7571883,1.0415336,1389.0,4.4377,34.29,-118.42,1.603
3.8992,5.0,7.6788616,1.4593496,616.0,2.504065,33.43,-117.72,5.00001
1.6686,17.0,3.8931751,1.1691395,836.0,2.4807122,32.81,-116.92,1.125
4.369,23.0,5.1546392,0.96907216,1361.0,3.507732,34.01,-117.48,1.211
4.1719,27.0,6.8106575,1.1315193,2680.0,3.0385487,34.71,-118.16,1.172
7.9393,8.0,6.8705034,0.9328537,1376.0,3.29976,37.74,-121.98,3.993
8.0957,36.0,6.9766665,1.01,802.0,2.6733334,33.78,-118.42,5.00001
4.625,13.0,4.6717114,1.0512223,1999.0,2.3271246,33.7,-117.99,2.488
2.375,20.0,3.6981132,1.081761,864.0,2.7169812,34.22,-118.38,1.777
3.8529,43.0,4.2191143,0.995338,742.0,1.7296038,34.12,-118.15,3.5
2.474,17.0,5.729682,1.0936396,1408.0,2.4876325,37.97,-120.3,1.201
2.1,41.0,3.4976077,1.0370814,2751.0,3.29067,34.19,-118.37,1.716
1.7056,49.0,5.0855017,1.0483271,790.0,2.9368029,37.76,-122.19,0.914
5.4968,25.0,5.1700983,1.0286481,2637.0,2.3607879,33.84,-118.38,3.798
4.569,40.0,6.0641713,0.98395723,452.0,2.4171124,34.16,-118.43,3.339
3.1049,19.0,4.6446958,1.0659133,3554.0,2.2310107,33.78,-117.99,1.739
3.4265,52.0,4.7034483,1.0367817,944.0,2.170115,34.07,-118.36,4.569
4.6591,27.0,6.49642,1.1169451,1164.0,2.778043,34.26,-118.49,2.399
2.761,42.0,3.1387901,1.039146,1248.0,4.4412813,34.03,-118.17,1.2
3.5357,26.0,6.468,1.116,2745.0,10.98,32.63,-117.17,0.675
1.6585,48.0,4.8703704,1.0833334,793.0,3.6712964,33.96,-118.25,0.929
3.4596,28.0,5.1653786,1.0633694,2210.0,3.415765,34.06,-117.93,2.028
4.2083,44.0,5.3232045,0.9171271,846.0,2.3370166,37.47,-122.2,2.782
3.6607,23.0,6.296296,1.1283951,1016.0,2.508642,39.18,-120.99,1.53
4.0272,45.0,4.583721,1.0209303,1245.0,2.8953488,34.13,-118.24,2.605
2.7218,38.0,3.8090909,0.9745455,1240.0,2.2545455,32.64,-117.09,1.459
2.6823,28.0,5.4271846,1.0582525,770.0,2.4919095,39.78,-121.63,0.934
2.4732,26.0,4.356736,1.0815939,1415.0,2.6850095,33.86,-117.91,1.658
2.1976,52.0,4.5903225,1.1370968,1519.0,2.45,38.11,-122.25,0.979
2.7155,36.0,4.196774,1.0290322,2780.0,4.483871,34.28,-118.45,1.498
2.2604,38.0,4.512346,1.0401235,1208.0,3.728395,34.11,-117.32,0.681
4.0362,33.0,5.1009345,1.0261682,2223.0,4.1551404,33.78,-117.91,1.779
2.178,17.0,5.1113014,1.0445205,1544.0,2.6438355,40.59,-124.14,0.768
1.1301,14.0,4.278409,1.0795455,1096.0,3.1136363,37.06,-120.84,0.785
2.5898,35.0,4.6368794,1.0737588,2328.0,3.3021276,33.75,-116.96,0.763
3.5667,13.0,34.84375,7.96875,86.0,2.6875,38.71,-120.32,1.156
2.8202,52.0,4.330097,1.1531823,2070.0,2.2330098,37.78,-122.43,4.429
3.8839,44.0,5.2998137,1.0260707,1232.0,2.2942271,37.9,-122.53,3.272
4.3029,16.0,6.0905924,1.1219512,4930.0,17.1777,38.42,-120.97,1.219
3.7383,35.0,4.6588783,0.97897196,1491.0,3.483645,33.92,-118.09,1.662
2.7045,38.0,4.4545455,1.1618625,1449.0,3.2128603,33.86,-118.19,1.554
1.5208,23.0,7.4375,1.5625,321.0,2.5078125,39.08,-122.79,0.89
7.8627,24.0,7.145115,1.0186782,1692.0,2.4310346,37.26,-122.04,5.00001
2.2292,28.0,4.476829,1.0804878,1733.0,2.1134145,38.62,-121.4,1.132
2.6333,33.0,3.7435293,1.0847058,794.0,1.8682353,32.76,-117.13,1.4
1.4497,25.0,2.7204177,0.9883991,2860.0,3.3178654,34.09,-118.3,2.056
3.9837,31.0,5.0186515,1.0444763,2098.0,3.0100431,33.87,-118.09,2.46
2.6417,8.0,5.0521474,1.0230061,2277.0,3.4923313,37.64,-120.77,0.968
5.0431,16.0,6.296296,1.0030864,1207.0,3.7253087,34.02,-117.62,1.641
4.3807,23.0,4.9221373,0.99541986,2183.0,3.3328245,37.41,-121.88,2.269
5.3416,31.0,5.4447594,0.9320113,1030.0,2.917847,33.85,-118.02,2.13
6.5861,26.0,5.9542065,0.99467516,2824.0,3.0074546,33.82,-118.33,4.178
1.5347,31.0,4.987069,1.1896552,956.0,4.12069,37.96,-122.36,0.804
2.1139,40.0,4.3431954,1.0828402,2024.0,2.994083,34.07,-117.31,0.709
2.3787,21.0,4.565341,1.0113636,834.0,2.3693182,38.29,-122.32,1.779
3.4398,35.0,5.5051193,1.0170648,911.0,3.109215,34.08,-117.74,1.343
2.9545,47.0,5.6322417,1.0528967,1042.0,2.624685,36.75,-119.74,0.596
5.4087,25.0,5.843501,0.9734748,1194.0,3.1671088,34.26,-119.2,2.232
2.4881,29.0,6.1019106,1.2292993,1019.0,3.245223,36.06,-120.79,0.875
2.2267,25.0,3.2448978,1.0680273,1412.0,2.4013605,34.14,-118.21,1.898
5.0551,52.0,5.1489363,0.99527186,940.0,2.2222223,37.89,-122.29,2.322
5.9639,22.0,6.3307085,1.031496,1486.0,2.3401575,33.89,-117.85,2.623
3.4375,46.0,4.044346,0.9711752,1200.0,2.660754,33.86,-118.19,1.567
3.0833,44.0,5.116705,0.9405034,1036.0,2.3707094,35.29,-120.67,2.193
3.1729,45.0,5.2196426,1.0785714,1903.0,3.3982143,34.14,-118.08,2.187
1.8375,21.0,5.3726707,1.0869565,982.0,3.0496895,39.86,-122.23,0.798
5.6629,45.0,5.2510824,0.8917749,529.0,2.2900434,34.2,-118.13,2.34
3.2589,18.0,6.372146,1.1232877,1187.0,2.7100456,38.32,-120.88,1.03
2.1187,3.0,3.394794,1.0065076,769.0,1.6681128,37.66,-121.89,2.313
3.7066,32.0,4.2796273,0.95605856,2316.0,3.083888,34.09,-118.08,2.068
1.2413,11.0,3.9677002,1.1770025,2812.0,3.633075,32.69,-117.1,0.831
1.6875,33.0,3.6095445,0.9869848,1077.0,2.3362255,35.27,-120.66,1.742
2.0062,29.0,3.6813188,1.1758242,202.0,2.2197802,37.81,-122.26,1.25
4.1118,35.0,6.2083335,1.0787038,898.0,4.1574073,34.03,-117.92,1.573
3.3333,52.0,5.2864156,1.0703764,1765.0,2.888707,37.73,-122.42,2.923
2.4922,24.0,4.731884,0.9637681,889.0,3.2210145,36.19,-119.37,0.661
2.6607,52.0,3.1231344,1.1131841,1202.0,1.4950249,37.79,-122.42,0.875
5.121,25.0,5.353821,1.0166113,1529.0,2.5398672,37.33,-121.98,2.876
4.1295,29.0,5.3323617,1.0670553,1703.0,4.9650145,33.76,-117.95,1.88
2.2391,43.0,3.4068825,1.0526316,2190.0,4.4331985,33.95,-118.23,1.528
2.8783,5.0,5.8210864,1.172524,798.0,2.5495207,33.95,-117.02,1.052
6.0,26.0,6.3106384,1.0680851,738.0,3.1404254,33.71,-118.03,2.714
6.3178,19.0,6.4268293,1.0414634,1497.0,3.6512196,37.23,-121.81,2.48
2.2083,52.0,4.8561873,1.0334448,637.0,2.1304348,39.21,-121.06,1.039
4.9676,34.0,5.4309926,1.0750605,973.0,2.3559322,34.02,-118.42,4.141
3.2633,21.0,5.2652707,1.0514834,3795.0,3.3115184,32.61,-117.05,1.297
2.5446,27.0,22.646341,3.9536586,1135.0,2.7682927,34.26,-117.16,1.352
3.5859,30.0,5.0512047,1.120482,1021.0,3.0753012,33.9,-117.99,1.997
3.1146,24.0,4.8878503,1.1744548,715.0,2.2274144,32.82,-117.17,1.875
2.3816,16.0,6.055954,1.1205165,1516.0,2.175036,38.15,-120.46,1.16
3.1361,16.0,5.3393316,0.9974293,1155.0,2.9691517,40.09,-122.38,0.848
3.9241,16.0,5.2982454,0.93734336,1463.0,3.6666667,34.11,-117.54,1.315
2.125,36.0,3.4647887,0.9683099,1024.0,3.6056337,34.02,-118.13,1.535
4.6312,30.0,5.3775673,1.0947868,1794.0,2.8341231,37.3,-121.98,2.832
1.1122,52.0,2.6440678,1.2824858,990.0,2.79661,34.06,-118.28,1.875
4.625,16.0,4.984375,0.921875,149.0,2.328125,34.07,-118.6,4.333
2.9388,37.0,4.335249,0.96168584,1677.0,3.2126436,34.08,-117.76,1.392
3.2593,24.0,5.422833,1.1205074,1447.0,3.0591967,32.98,-115.55,0.808
